age,apps,first_name,full_name,height,last_name,played_positions,position,ranking,rating,team_name,team_region_name,weight
23,4,Ander,Ander Guevara,180,Guevara,-DMC-,Midfielder,961,6.529999999999999,Real Sociedad,Spain,73
32,2,Marco,Marco Sau,169,Sau,-AMC-FW-,Forward,962,6.529999999999999,Benevento,Italy,65
23,4,Gonçalo Manuel,Gonçalo Guedes,179,Ganchinho Guedes,-AML-AMR-FW-,Midfielder,963,6.5275,Valencia,Spain,68
30,3,Péter,Péter Gulácsi,191,Gulácsi,-GK-,Goalkeeper,964,6.526666666666666,RasenBallsport Leipzig,Germany,86
18,2,Dilane,Dilane Bakwa,0,Bakwa,,Forward,965,6.525,Bordeaux,France,0
23,2,Farid,Farid El Melali,168,El Melali,-MR-,Midfielder,966,6.525,Angers,France,65
28,4,Granit,Granit Xhaka,185,Xhaka,-MC-,Midfielder,967,6.525,Arsenal,England,82
23,4,Thierry,Thierry Ambrose,178,Ambrose,-AML-AMR-FW-,Forward,968,6.525,Metz,France,75
22,6,Ludovic,Ludovic Blas,180,Blas,-FW-MC-ML-MR-,Midfielder,969,6.521666666666667,Nantes,France,70
26,4,Eric,Eric Dier,188,Dier,-DC-DMC-DR-,Midfielder,970,6.5200000000000005,Tottenham,England,88
31,3,Stefan,Stefan Ilsanker,190,Ilsanker,-DC-DMC-DR-,Midfielder,971,6.5200000000000005,Eintracht Frankfurt,Germany,87
23,1,Atakan,Atakan Karazor,190,Karazor,-DC-DMC-,Defender,972,6.52,VfB Stuttgart,Germany,76
27,1,Federico,Federico Barba,185,Barba,-DC-DL-,Defender,973,6.52,Benevento,Italy,77
30,1,Iago,Iago Falque,174,Falque,-AMC-AML-AMR-FW-,Forward,974,6.52,Benevento,Italy,69
20,4,Illan,Illan Meslier,193,Meslier,-GK-,Goalkeeper,975,6.52,Leeds,England,74
22,6,Jonathan,Jonathan Ikoné,175,Ikoné,-AMC-AML-AMR-FW-,Midfielder,976,6.52,Lille,France,67
30,3,Kyle,Kyle Walker,178,Walker,-DC-DR-MR-,Defender,977,6.52,Manchester City,England,70
20,6,Jonathan Christian,Jonathan Christian David,177,David,-AMC-FW-,Forward,978,6.5183333333333335,Lille,France,0
25,3,Davie,Davie Selke,194,Selke,-FW-,Forward,979,6.516666666666667,Werder Bremen,Germany,84
30,3,Fernando,Fernando Forestieri,172,Forestieri,-AMC-AML-FW-,Forward,980,6.516666666666667,Udinese,Italy,67
32,5,José María,José Mari,180,Martín-Bejarano Serrano,-DMC-,Midfielder,981,6.514,Cadiz,Spain,69
25,6,Arbër,Arbër Zeneli,176,Zeneli,-AML-AMR-,Midfielder,982,6.513333333333333,Reims,France,72
33,3,Gonzalo,Gonzalo Castro,172,Castro,-DL-MC-MR-,Midfielder,983,6.513333333333333,VfB Stuttgart,Germany,72
18,3,Jan,Jan Thielmann,178,Thielmann,-AMR-,Midfielder,984,6.513333333333333,FC Koln,Germany,72
33,6,Thomas,Thomas Mangani,183,Mangani,-MC-,Midfielder,985,6.513333333333333,Angers,France,79
25,4,Iván,Iván Alejo,184,Alejo,-AMR-,Midfielder,986,6.512499999999999,Cadiz,Spain,73
27,2,Conor,Conor Townsend,168,Townsend,-DL-,Defender,987,6.51,West Bromwich Albion,England,62
28,2,Davide,Davide Zappacosta,185,Zappacosta,-DR-ML-MR-,Defender,988,6.51,Genoa,Italy,70
23,1,Nathan,Nathan de Medina,183,de Medina,,Defender,989,6.51,Arminia Bielefeld,Germany,78
28,1,Santiago,Santiago Arias,178,Arias,-DR-,Defender,990,6.51,Bayer Leverkusen,Germany,72
28,2,Steven,Steven Fortes,192,Fortes,,Defender,991,6.51,Lens,France,85
25,5,José,José Gayà,172,Gayà,-DL-,Defender,992,6.508,Valencia,Spain,66
20,4,Aaron,Aaron Connolly,0,Connolly,-FW-,Forward,993,6.5075,Brighton,England,0
29,4,Borja,Borja García,175,García,-AMC-AML-,Midfielder,994,6.507499999999999,SD Huesca,Spain,72
22,3,Dennis,Dennis Geiger,173,Geiger,-MC-,Midfielder,995,6.506666666666668,Hoffenheim,Germany,65
28,3,Jirí,Jirí Pavlenka,196,Pavlenka,-GK-,Goalkeeper,996,6.506666666666667,Werder Bremen,Germany,81
21,3,Mert,Mert Müldür,188,Müldür,-DR-,Defender,997,6.506666666666667,Sassuolo,Italy,74
21,3,Myziane,Myziane Maolida,180,Maolida,-AML-FW-,Forward,998,6.506666666666667,Nice,France,70
24,3,Waldemar,Waldemar Anton,189,Anton,-DC-DMC-,Defender,999,6.506666666666667,VfB Stuttgart,Germany,75
32,5,Dimitri,Dimitri Lienard,181,Lienard,-MC-ML-,Midfielder,1000,6.506,Strasbourg,France,77
27,5,Jens,Jens Jonsson,182,Jonsson,-DC-DMC-,Midfielder,1001,6.506,Cadiz,Spain,78
23,2,Andrea,Andrea Favilli,191,Favilli,-FW-,Forward,1002,6.505000000000001,Verona,Italy,85
25,2,Milan,Milan Skriniar,187,Skriniar,-DC-,Defender,1003,6.505000000000001,Inter,Italy,80
25,2,Daniel,Daniel Amartey,186,Amartey,-DC-DMC-DR-,Defender,1004,6.505,Leicester,England,79
31,2,Jérémy,Jérémy Pied,174,Pied,-DL-DR-MC-ML-MR-,Defender,1005,6.505,Lille,France,69
22,2,Julian,Julian Ryerson,183,Ryerson,-DR-MC-MR-,Defender,1006,6.505,Union Berlin,Germany,84
29,3,Luka,Luka Milivojevic,186,Milivojevic,-DMC-,Midfielder,1007,6.503333333333334,Crystal Palace,England,80
29,3,Nicola,Nicola Sansone,175,Sansone,-AML-AMR-FW-,Forward,1008,6.503333333333334,Bologna,Italy,68
29,3,Francis,Francis Coquelin,176,Coquelin,-MC-ML-MR-,Midfielder,1009,6.503333333333333,Villarreal,Spain,74
20,3,Sandro,Sandro Tonali,181,Tonali,-DMC-,Midfielder,1010,6.503333333333333,AC Milan,Italy,79
23,4,Ben,Ben White,182,White,-DC-,Defender,1011,6.5024999999999995,Brighton,England,78
28,4,Aissa,Aissa Mandi,184,Mandi,-DC-DL-DR-,Defender,1012,6.5,Real Betis,Spain,78
30,3,Ashley,Ashley Westwood,175,Westwood,-DMC-,Midfielder,1013,6.5,Burnley,England,80
35,3,Ashley,Ashley Young,175,Young,-DL-DR-ML-MR-,Defender,1014,6.5,Inter,Italy,65
20,1,Ben,Ben Johnson,175,Johnson,,Defender,1015,6.5,West Ham,England,67
35,1,Christian,Christian Gentner,189,Gentner,-MC-ML-MR-,Midfielder,1016,6.5,Union Berlin,Germany,81
29,3,Gastón,Gastón Ramírez,183,Ramírez,-AMC-AML-AMR-FW-,Midfielder,1017,6.5,Sampdoria,Italy,78
24,4,Robert Kenedy,Kenedy,182,Nunes do Nascimento,-DL-ML-,Forward,1018,6.4975000000000005,Granada,Spain,77
29,3,Antoine,Antoine Griezmann,176,Griezmann,-AMC-AML-AMR-FW-,Forward,1019,6.496666666666667,Barcelona,Spain,73
26,3,Lucas,Lucas Ocampos,187,Ocampos,-FW-MC-ML-MR-,Midfielder,1020,6.496666666666666,Sevilla,Spain,84
20,3,Matteo,Matteo Lovato,188,Lovato,,Defender,1021,6.496666666666666,Verona,Italy,0
28,5,Stéphane,Stéphane Bahoken,185,Bahoken,-FW-,Forward,1022,6.4959999999999996,Angers,France,78
25,2,Marko,Marko Pjaca,186,Pjaca,-AML-FW-,Forward,1023,6.494999999999999,Genoa,Italy,83
24,3,Benjamin,Benjamin Pavard,186,Pavard,-DC-DL-DR-,Defender,1024,6.493333333333333,Bayern Munich,Germany,76
25,3,Luis Rafael,Rafa Soares,177,Soares Alves,-DL-,Defender,1025,6.493333333333333,Eibar,Spain,70
29,3,Mark,Mark Uth,185,Uth,-AMC-AMR-FW-,Forward,1026,6.493333333333333,Schalke 04,Germany,72
33,4,Germán,Germán Sánchez,187,Sánchez,-DC-,Defender,1027,6.4925,Granada,Spain,82
30,1,Ashley,Ashley Barnes,186,Barnes,-AMC-AML-FW-,Forward,1028,6.49,Burnley,England,77
29,5,Benjamin,Benjamin Lecomte,186,Lecomte,-GK-,Goalkeeper,1029,6.49,Monaco,France,78
31,1,Jay,Jay Rodriguez,185,Rodriguez,-AMC-AML-AMR-FW-,Forward,1030,6.49,Burnley,England,84
28,2,Lucas,Lucas Alario,185,Alario,-FW-,Forward,1031,6.49,Bayer Leverkusen,Germany,78
27,2,Wendell,Wendell,178,Nascimento Borges,-DC-DL-ML-,Defender,1032,6.49,Bayer Leverkusen,Germany,72
25,3,Giovanni,Giovanni Simeone,180,Simeone,-AMR-FW-,Forward,1033,6.489999999999999,Cagliari,Italy,81
30,4,Joel,Joel Ward,188,Ward,-DL-DMC-DR-MR-,Defender,1034,6.487500000000001,Crystal Palace,England,83
28,4,Bernd,Bernd Leno,190,Leno,-GK-,Goalkeeper,1035,6.4875,Arsenal,England,83
21,3,Daam,Daam Foulon,180,Foulon,,Defender,1036,6.486666666666667,Benevento,Italy,0
29,6,Kenny,Kenny Lala,178,Lala,-DL-DR-MR-,Defender,1037,6.486666666666667,Strasbourg,France,78
20,2,Leandro,Leandro Barreiro Martins,174,Barreiro Martins,-DMC-,Midfielder,1038,6.484999999999999,Mainz 05,Germany,65
27,3,Robin,Robin Quaison,183,Quaison,-FW-MC-ML-MR-,Forward,1039,6.483333333333333,Mainz 05,Germany,77
26,3,Rúben Miguel,Rúben Vezo,182,Nunes Vezo,-DC-DR-,Defender,1040,6.483333333333333,Levante,Spain,80
22,4,Aaron,Aaron Ramsdale,188,Ramsdale,-GK-,Goalkeeper,1041,6.482500000000001,Sheffield United,England,77
34,5,Fabián,Fabián Orellana,170,Orellana,-AMC-AML-AMR-,Midfielder,1042,6.481999999999999,Real Valladolid,Spain,64
26,6,Didier,Didier Ndong,179,Ndong,-DMC-,Midfielder,1043,6.4816666666666665,Dijon,France,75
26,1,Bernardo Mota,Bernardo Silva,173,Veiga de Carvalho e Silva,-MC-ML-MR-,Midfielder,1044,6.48,Manchester City,England,64
30,3,Ciro,Ciro Immobile,185,Immobile,-FW-,Forward,1045,6.48,Lazio,Italy,78
34,1,Jonathan,Jonathan Delaplace,168,Delaplace,-DMC-,Midfielder,1046,6.48,Lorient,France,67
30,1,Riccardo,Riccardo Gagliolo,180,Gagliolo,-DC-DL-,Defender,1047,6.48,Parma Calcio 1913,Italy,75
22,4,Sander,Sander Berge,195,Berge,-DMC-,Midfielder,1048,6.48,Sheffield United,England,96
28,5,Karl,Karl Toko Ekambi,185,Toko Ekambi,-AML-AMR-FW-,Forward,1049,6.4799999999999995,Lyon,France,74
23,4,Rúben Diogo,Rúben Neves,180,da Silva Neves,-DMC-,Midfielder,1050,6.477500000000001,Wolverhampton Wanderers,England,72
23,4,Henry,Henry Onyekuru,175,Onyekuru,-AML-AMR-FW-,Forward,1051,6.4775,Monaco,France,70
26,4,Rodrigo,Rodrigo Ely,188,Ely,-DC-,Defender,1052,6.4775,Deportivo Alaves,Spain,83
22,3,Mamadou,Mamadou Fofana,186,Fofana,-DC-DMC-,Midfielder,1053,6.476666666666667,Metz,France,75
25,2,Baptiste,Baptiste Santamaría,183,Santamaría,-DMC-,Midfielder,1054,6.475,Freiburg,Germany,73
22,5,Moreto,Moreto Cassamã,165,Moro Cassamã,-DMC-,Midfielder,1055,6.473999999999999,Reims,France,63
24,4,Bersant,Bersant Celina,177,Celina,-AMC-AML-AMR-FW-,Midfielder,1056,6.4725,Dijon,France,60
20,2,Bosko,Bosko Sutalo,188,Sutalo,,Defender,1057,6.470000000000001,Atalanta,Italy,72
28,4,Nikola,Nikola Vukcevic,184,Vukcevic,-DMC-,Midfielder,1058,6.470000000000001,Levante,Spain,76
28,3,Bryan,Bryan Dabo,187,Dabo,-DR-MC-MR-,Midfielder,1059,6.47,Benevento,Italy,75
30,1,Miguel Ángel,Cifu,174,Garrido Cifuentes,,Defender,1060,6.47,Elche,Spain,66
21,2,Ronald,Ronald Araújo,188,Araújo,,Defender,1061,6.47,Barcelona,Spain,79
32,3,Miguel Alfonso,Míchel,182,Herrero Javaloyas,-MC-MR-,Midfielder,1062,6.469999999999999,Real Valladolid,Spain,68
29,4,Virgil,Virgil van Dijk,193,van Dijk,-DC-,Defender,1063,6.4675,Liverpool,England,92
21,6,Josh,Josh Maja,180,Maja,-FW-,Forward,1064,6.466666666666666,Bordeaux,France,74
24,4,Antonio,Antonio Sanabria,180,Sanabria,-FW-,Forward,1065,6.4625,Real Betis,Spain,70
35,6,Jean-Louis,Jean-Louis Leca,180,Leca,-GK-,Goalkeeper,1066,6.461666666666667,Lens,France,75
30,4,Alex,Alex McCarthy,193,McCarthy,-GK-,Goalkeeper,1067,6.460000000000001,Southampton,England,79
24,2,Joaquín,Joaquín Fernández,190,Fernández,-DC-DMC-,Midfielder,1068,6.460000000000001,Real Valladolid,Spain,72
26,2,Eugeni,Eugeni Valderrama,182,Valderrama,,Midfielder,1069,6.46,SD Huesca,Spain,73
33,6,Fabien,Fabien Lemoine,175,Lemoine,-MC-,Midfielder,1070,6.46,Lorient,France,71
20,2,Ian,Ian Poveda-Ocampo,0,Poveda-Ocampo,,Forward,1071,6.46,Leeds,England,0
22,4,Jon,Jon Moncayola,189,Moncayola,-DMC-,Midfielder,1072,6.46,Osasuna,Spain,86
25,1,Marius,Marius Wolf,188,Wolf,-DR-MC-ML-MR-,Forward,1073,6.46,FC Koln,Germany,81
31,1,Matt,Matt Ritchie,172,Ritchie,-DL-MC-ML-MR-,Midfielder,1074,6.46,Newcastle United,England,76
21,4,Tyrick,Tyrick Mitchell,0,Mitchell,-DL-,Defender,1075,6.46,Crystal Palace,England,0
21,3,Moussa,Moussa Diaby,170,Diaby,-ML-MR-,Forward,1076,6.456666666666667,Bayer Leverkusen,Germany,67
22,3,Marcus,Marcus Rashford,180,Rashford,-AML-AMR-FW-,Forward,1077,6.456666666666666,Manchester United,England,70
25,4,Brendan,Brendan Chardonnet,181,Chardonnet,-DC-,Defender,1078,6.455,Brest,France,74
27,2,Jack,Jack Robinson,168,Robinson,-DC-DL-ML-,Defender,1079,6.455,Sheffield United,England,64
25,2,Mergim,Mergim Vojvoda,187,Vojvoda,-DR-,Defender,1080,6.455,Torino,Italy,78
21,2,Rúben Gonçalo,Rúben Vinagre,174,Silva Nascimento Vinagre,-ML-,Defender,1081,6.455,Wolverhampton Wanderers,England,64
26,2,Ryan,Ryan Fraser,163,Fraser,-MC-ML-MR-,Midfielder,1082,6.455,Newcastle United,England,70
28,3,Alexander,Alexander Schwolow,190,Schwolow,-GK-,Goalkeeper,1083,6.453333333333333,Hertha Berlin,Germany,84
26,4,Rui Tiago,Rui Silva,191,Dantas da Silva,-GK-,Goalkeeper,1084,6.452500000000001,Granada,Spain,91
24,3,Darnell,Darnell Furlong,183,Furlong,-DC-DR-MR-,Defender,1085,6.45,West Bromwich Albion,England,76
25,1,Kenny,Kenny Tete,180,Tete,-DR-MR-,Defender,1086,6.45,Lyon,France,71
35,3,Phil,Phil Bardsley,180,Bardsley,-DL-DR-,Defender,1087,6.45,Burnley,England,74
29,4,Jordan,Jordan Ayew,182,Ayew,-AMC-AML-AMR-FW-,Forward,1088,6.449999999999999,Crystal Palace,England,80
19,6,Éric,Éric Ebimbe,183,Ebimbe,,Midfielder,1089,6.446666666666668,Dijon,France,0
30,6,Vincent,Vincent Le Goff,177,Le Goff,-DL-,Defender,1090,6.446666666666668,Lorient,France,69
24,3,Nico,Nico Elvedi,189,Elvedi,-DC-DL-DR-,Defender,1091,6.446666666666666,Borussia M.Gladbach,Germany,78
26,2,Haris,Haris Duljevic,185,Duljevic,-AMC-AML-FW-,Forward,1092,6.445,Nimes,France,82
32,2,Jonny,Jonny Evans,188,Evans,-DC-DL-,Defender,1093,6.445,Leicester,England,77
27,5,Flavien,Flavien Tait,175,Tait,-AMC-AML-AMR-,Midfielder,1094,6.444,Rennes,France,70
27,3,Rafael,Fali,186,Jiménez Jarque,,Defender,1095,6.443333333333334,Cadiz,Spain,84
28,6,Jordan,Jordan Ferri,173,Ferri,-MC-,Midfielder,1096,6.4433333333333325,Montpellier,France,73
23,3,José Raúl,Raúl Guti,177,Gutiérrez Parejo,,Midfielder,1097,6.4433333333333325,Elche,Spain,74
22,4,Wout,Wout Faes,187,Faes,-DC-,Defender,1098,6.442500000000001,Reims,France,82
27,4,Conor,Conor Coady,185,Coady,-DC-DMC-DR-,Defender,1099,6.4425,Wolverhampton Wanderers,England,73
30,5,Víctor,Víctor Laguardia,185,Laguardia,-DC-,Defender,1100,6.442,Deportivo Alaves,Spain,80
26,3,Jean-Paul,Jean-Paul Boëtius,178,Boëtius,-AMC-AML-,Midfielder,1101,6.44,Mainz 05,Germany,76
38,3,Jorge,Jorge Molina,188,Molina,-FW-,Forward,1102,6.44,Granada,Spain,72
21,5,Alexander,Alexander Isak,190,Isak,-FW-,Forward,1103,6.4399999999999995,Real Sociedad,Spain,70
33,4,Kasper,Kasper Schmeichel,189,Schmeichel,-GK-,Goalkeeper,1104,6.4399999999999995,Leicester,England,89
30,3,Dominick,Dominick Drexler,183,Drexler,-AMC-AML-AMR-,Midfielder,1105,6.436666666666667,FC Koln,Germany,71
30,3,Danny,Danny Latza,179,Latza,-DMC-,Midfielder,1106,6.4366666666666665,Mainz 05,Germany,76
22,5,Axel,Axel Disasi,190,Disasi,-DC-,Defender,1107,6.436,Monaco,France,86
31,5,Sergio,Sergio Asenjo,189,Asenjo,-GK-,Goalkeeper,1108,6.436,Villarreal,Spain,87
26,2,Miha,Miha Zajc,180,Zajc,-AMC-FW-,Midfielder,1109,6.4350000000000005,Genoa,Italy,76
22,2,Óscar,Óscar Rodríguez,174,Rodríguez,-AMC-AMR-,Midfielder,1110,6.4350000000000005,Sevilla,Spain,67
38,3,Bruno Eduardo,Bruno Alves,189,Regufe Alves,-DC-,Defender,1111,6.433333333333334,Parma Calcio 1913,Italy,83
20,3,Fabrizio,Fabrizio Caligara,180,Caligara,,Midfielder,1112,6.433333333333334,Cagliari,Italy,74
27,3,Marcelo,Marcelo Brozovic,181,Brozovic,-MC-MR-,Midfielder,1113,6.433333333333334,Inter,Italy,68
28,4,Manuel,Manu Trigueros,178,Trigueros Muñoz,-MC-,Midfielder,1114,6.4325,Villarreal,Spain,75
26,3,Emmanuel,Emmanuel Gyasi,181,Gyasi,,Forward,1115,6.43,Spezia,Italy,70
23,3,Enrique,Kike Barja,178,Barja Alfonso,,Forward,1116,6.43,Osasuna,Spain,69
25,2,Florian,Florian Grillitsch,187,Grillitsch,-DC-DMC-ML-,Midfielder,1117,6.43,Hoffenheim,Germany,77
20,1,Jens Petter,Jens Petter Hauge,183,Hauge,,Midfielder,1118,6.43,AC Milan,Italy,0
25,3,Krzysztof,Krzysztof Piatek,183,Piatek,-FW-,Forward,1119,6.43,Hertha Berlin,Germany,77
21,1,Luca,Luca Kilian,192,Kilian,-DC-,Defender,1120,6.43,Mainz 05,Germany,91
30,6,Anthony,Anthony Lopes,184,Lopes,-GK-,Goalkeeper,1121,6.428333333333334,Lyon,France,81
20,6,Enzo,Enzo Le Fée,170,Le Fée,,Midfielder,1122,6.428333333333334,Lorient,France,0
27,4,Anthony,Anthony Lozano,185,Lozano,-FW-,Forward,1123,6.4275,Cadiz,Spain,74
19,3,Aïmen,Aïmen Moueffek,179,Moueffek,,Midfielder,1124,6.426666666666667,Saint-Etienne,France,0
23,3,Joseph,Joe Gomez,188,Gomez,-DC-DL-DR-,Defender,1125,6.426666666666667,Liverpool,England,77
19,3,Roberto,Roberto Massimo,184,Massimo,-MR-,Midfielder,1126,6.426666666666667,VfB Stuttgart,Germany,75
24,3,Sidy,Sidy Sarr,196,Sarr,-DMC-,Midfielder,1127,6.426666666666667,Nimes,France,86
23,5,Kévin,Kévin Zohi,177,Zohi,-AML-,Forward,1128,6.426,Strasbourg,France,70
21,5,Samuel,Samuel Chukwueze,172,Chukwueze,-AMC-AMR-,Midfielder,1129,6.425999999999999,Villarreal,Spain,70
27,4,George,George Baldock,178,Baldock,-DR-MR-,Defender,1130,6.425000000000001,Sheffield United,England,71
21,2,Gianluca,Gianluca Frabotta,176,Frabotta,,Defender,1131,6.425,Juventus,Italy,70
24,3,Alex,Alex Iwobi,180,Iwobi,-AMC-AML-AMR-,Forward,1132,6.423333333333333,Everton,England,75
24,3,Florian,Florian Miguel,179,Miguel,-DC-DL-,Defender,1133,6.423333333333333,Nimes,France,70
22,3,Jean Lucas,Jean Lucas,181,de Souza Oliveira,-MC-,Midfielder,1134,6.423333333333333,Lyon,France,78
27,3,Paolo,Paolo Faragò,187,Faragò,-DMC-DR-MR-,Midfielder,1135,6.423333333333333,Cagliari,Italy,80
23,5,Rafael,Rafa Mir,191,Mir Vicente,,Forward,1136,6.422,SD Huesca,Spain,86
35,6,Yannick,Yannick Cahuzac,178,Cahuzac,-DMC-,Midfielder,1137,6.421666666666667,Lens,France,70
27,3,Alphonse,Alphonse Areola,195,Areola,-GK-,Goalkeeper,1138,6.420000000000001,Fulham,England,94
21,4,Boubakary,Boubakary Soumaré,188,Soumaré,-DMC-,Midfielder,1139,6.420000000000001,Lille,France,70
21,3,Woo-Yeong,Woo-Yeong Jeong,179,Jeong,,Midfielder,1140,6.420000000000001,Freiburg,Germany,69
25,2,Harrison,Harrison Reed,181,Reed,-DR-MC-MR-,Midfielder,1141,6.42,Fulham,England,72
31,3,Alfred,Alfred Finnbogason,184,Finnbogason,-FW-,Forward,1142,6.419999999999999,Augsburg,Germany,80
23,5,Manuel Javier,Manu Vallejo,167,Vallejo Galván,,Forward,1143,6.417999999999999,Valencia,Spain,72
31,3,Albin,Albin Ekdal,186,Ekdal,-MC-,Midfielder,1144,6.416666666666667,Sampdoria,Italy,82
28,3,Francisco Román,Isco,176,Alarcón Suárez,-AMC-AML-AMR-FW-,Midfielder,1145,6.416666666666667,Real Madrid,Spain,79
30,3,Kevin,Kevin Strootman,186,Strootman,-DMC-,Midfielder,1146,6.416666666666667,Marseille,France,78
27,3,Lisandro,Lisandro Magallán,185,Magallán,-DC-,Defender,1147,6.416666666666667,Crotone,Italy,79
25,3,Thomas,Thomas Strakosha,186,Strakosha,-GK-,Goalkeeper,1148,6.416666666666667,Lazio,Italy,78
20,2,Charles,Charles Abi,71,Abi,-FW-,Forward,1149,6.415,Saint-Etienne,France,187
18,2,Chrislain,Chrislain Matsima,192,Matsima,,Defender,1150,6.415,Monaco,France,0
22,2,Luka,Luka Jovic,182,Jovic,-FW-,Forward,1151,6.415,Real Madrid,Spain,85
28,2,Nemanja,Nemanja Gudelj,187,Gudelj,-MC-,Midfielder,1152,6.415,Sevilla,Spain,81
25,2,Ngonda,Ngonda Muzinga,172,Muzinga,-DL-,Defender,1153,6.415,Dijon,France,76
26,2,Victor,Victor Lindelöf,187,Lindelöf,-DC-DR-,Defender,1154,6.415,Manchester United,England,80
29,3,Junior,Junior Messias,174,Messias,,Forward,1155,6.41,Crotone,Italy,68
21,2,Kevin,Kevin Agudelo,178,Agudelo,-AMC-,Midfielder,1156,6.41,Spezia,Italy,0
23,5,Mouctar,Mouctar Diakhaby,189,Diakhaby,-DC-,Defender,1157,6.4079999999999995,Valencia,Spain,78
30,3,Lorenzo,Lorenzo Tonelli,183,Tonelli,-DC-,Defender,1158,6.406666666666667,Sampdoria,Italy,78
29,2,Simone,Simone Zaza,186,Zaza,-FW-,Forward,1159,6.405,Torino,Italy,84
26,2,Nathan,Nathan Redmond,173,Redmond,-AMC-AML-AMR-FW-,Midfielder,1160,6.404999999999999,Southampton,England,69
32,2,Nemanja,Nemanja Matic,194,Matic,-DMC-,Midfielder,1161,6.404999999999999,Manchester United,England,85
29,2,Roman,Roman Bürki,187,Bürki,-GK-,Goalkeeper,1162,6.404999999999999,Borussia Dortmund,Germany,85
35,4,Álvaro,Álvaro Negredo,186,Negredo,-FW-,Forward,1163,6.4025,Cadiz,Spain,71
31,4,Jorge,Jorge Miramón,175,Miramón,-DR-MR-,Defender,1164,6.4025,Levante,Spain,74
27,5,Pere,Pere Pons,177,Pons,-DMC-,Midfielder,1165,6.401999999999999,Deportivo Alaves,Spain,70
22,6,Jean-Ricner,Jean-Ricner Bellegarde,172,Bellegarde,-DMC-,Midfielder,1166,6.401666666666667,Strasbourg,France,70
24,1,Mohamed,Mohamed Fares,186,Fares,-DL-ML-,Midfielder,1167,6.4,Lazio,Italy,75
26,1,Saturnin,Saturnin Allagbe,187,Allagbe,,Goalkeeper,1168,6.4,Dijon,France,71
25,1,Yeray,Yeray Álvarez,182,Álvarez,-DC-,Defender,1169,6.4,Athletic Bilbao,Spain,78
21,5,Mounir,Mounir Chouiar,177,Chouiar,-AMC-AML-,Forward,1170,6.397999999999999,Dijon,France,75
25,3,Robin,Robin Zentner,194,Zentner,-GK-,Goalkeeper,1171,6.396666666666667,Mainz 05,Germany,96
22,3,Sam,Sam Field,185,Field,-DMC-,Midfielder,1172,6.396666666666667,West Bromwich Albion,England,65
22,3,Marco,Marco Friedl,187,Friedl,-DC-DL-ML-,Defender,1173,6.396666666666666,Werder Bremen,Germany,82
33,2,Gervais,Gervinho,179,Kouassi,-FW-ML-MR-,Forward,1174,6.395,Parma Calcio 1913,Italy,66
30,2,Salif,Salif Sané,196,Sané,-DC-DMC-,Defender,1175,6.395,Schalke 04,Germany,85
24,5,Eduardo,Edu Expósito,178,Expósito,-DMC-,Midfielder,1176,6.394,Eibar,Spain,68
32,3,Daniel,Daniel Brosinski,178,Brosinski,-DL-DR-ML-MR-,Defender,1177,6.3933333333333335,Mainz 05,Germany,70
21,3,Mamadou,Mamadou Coulibaly,183,Coulibaly,-MC-,Midfielder,1178,6.3933333333333335,Udinese,Italy,75
26,3,Sanjin,Sanjin Prcic,181,Prcic,-MC-,Midfielder,1179,6.3933333333333335,Strasbourg,France,75
29,1,Lucas,Lucas Vázquez,173,Vázquez,-DR-MR-,Midfielder,1180,6.39,Real Madrid,Spain,70
32,2,Maya,Maya Yoshida,189,Yoshida,-DC-DR-,Defender,1181,6.39,Sampdoria,Italy,78
24,6,Moussa,Moussa Dembele,183,Dembele,-FW-,Forward,1182,6.388333333333333,Lyon,France,73
33,4,Hugo,Hugo Lloris,188,Lloris,-GK-,Goalkeeper,1183,6.387499999999999,Tottenham,England,82
34,4,João Filipe Iria,João Moutinho,170,Santos Moutinho,-MC-,Midfielder,1184,6.387499999999999,Wolverhampton Wanderers,England,61
30,6,Abdoulaye,Abdoulaye Bamba,182,Bamba,-DL-DR-MR-,Defender,1185,6.386666666666667,Angers,France,72
20,5,Papa Ndiaga,Papa Ndiaga Yade,185,Yade,,Midfielder,1186,6.386000000000001,Metz,France,76
35,5,Raúl,Raúl Albiol,187,Albiol,-DC-,Defender,1187,6.386000000000001,Villarreal,Spain,74
24,3,Harry,Harry Winks,178,Winks,-DMC-,Midfielder,1188,6.383333333333333,Tottenham,England,65
27,3,Jérôme,Jérôme Roussillon,175,Roussillon,-DL-ML-,Defender,1189,6.383333333333333,Wolfsburg,Germany,80
27,2,Andreas,Andreas Cornelius,193,Cornelius,-FW-,Forward,1190,6.380000000000001,Parma Calcio 1913,Italy,91
29,2,Daniel,Daniel Ginczek,191,Ginczek,-AMR-FW-,Forward,1191,6.380000000000001,Wolfsburg,Germany,85
29,2,Bartolomeu,Bastos,184,Jacinto Quissanga,-DC-,Defender,1192,6.38,Lazio,Italy,77
22,1,Christian,Christian Pulisic,172,Pulisic,-MC-ML-MR-,Midfielder,1193,6.38,Chelsea,England,69
35,2,Marco,Marco Parolo,184,Parolo,-MC-,Midfielder,1194,6.38,Lazio,Italy,75
25,3,Mattia,Mattia Zaccagni,177,Zaccagni,-AMC-FW-,Midfielder,1195,6.38,Verona,Italy,63
24,6,Salomon,Junior Sambia,185,Sambia,-MC-MR-,Midfielder,1196,6.38,Montpellier,France,73
