age,apps,first_name,full_name,height,last_name,played_positions,position,ranking,rating,team_name,team_region_name,weight
22,3,Ritsu,Ritsu Doan,172,Doan,-AMC-AML-AMR-,Midfielder,711,6.706666666666666,Arminia Bielefeld,Germany,70
26,3,Hernani,Hernani,188,Azevedo Júnior,-MC-ML-,Midfielder,712,6.703333333333333,Parma Calcio 1913,Italy,77
24,3,Mickaël,Mickaël Malsa,178,Malsa,-MC-,Midfielder,713,6.703333333333333,Levante,Spain,69
28,3,Pedro,Pedro Obiang,185,Obiang,-DMC-,Midfielder,714,6.703333333333333,Sassuolo,Italy,75
25,3,Ramy,Ramy Bensebaini,186,Bensebaini,-DC-DL-DMC-,Defender,715,6.703333333333333,Borussia M.Gladbach,Germany,82
30,3,Nicolas,Nicolas Höfler,181,Höfler,-DC-DMC-,Midfielder,716,6.7,Freiburg,Germany,79
32,2,Tomás,Tomás Rincón,177,Rincón,-MC-MR-,Midfielder,717,6.7,Torino,Italy,76
30,2,Wojciech,Wojciech Szczesny,195,Szczesny,-GK-,Goalkeeper,718,6.7,Juventus,Italy,90
19,5,Kephren,Kephren Thuram,192,Thuram-Ulien,-MC-,Midfielder,719,6.697999999999999,Nice,France,80
31,4,José Ignacio,Nacho,174,Martínez García,-DL-DR-ML-,Defender,720,6.6975,Real Valladolid,Spain,63
22,3,Christian,Christian Kouamé,185,Kouamé,-AML-FW-,Forward,721,6.696666666666666,Fiorentina,Italy,70
24,3,Lucas,Lucas Boyé,179,Boyé,-AML-FW-,Forward,722,6.696666666666666,Elche,Spain,81
25,3,Matt,Matt Targett,183,Targett,-DL-ML-,Defender,723,6.696666666666666,Aston Villa,England,70
32,5,Pedro,Pedro Mosquera,184,Mosquera,-MC-,Midfielder,724,6.694,SD Huesca,Spain,75
27,3,Adam,Adam Marusic,185,Marusic,-ML-MR-,Defender,725,6.69,Lazio,Italy,76
28,1,Edouard,Edouard Mendy,197,Mendy,-GK-,Goalkeeper,726,6.69,Chelsea,England,86
30,1,Jose Ignacio,Nacho,180,Fernandez Iglesias,-DC-DL-DR-,Defender,727,6.69,Real Madrid,Spain,76
30,3,Vlad,Vlad Chiriches,184,Chiriches,-DC-DR-,Defender,728,6.69,Sassuolo,Italy,75
31,2,Paul,Paul Lasne,186,Lasne,-MC-ML-MR-,Midfielder,729,6.6899999999999995,Brest,France,77
26,3,Charalampos,Charalampos Lykogiannis,190,Lykogiannis,-DL-ML-,Defender,730,6.686666666666667,Cagliari,Italy,82
22,3,Yann,Yann Karamoh,185,Karamoh,-AML-AMR-FW-,Forward,731,6.6866666666666665,Parma Calcio 1913,Italy,77
20,2,Giulian,Giulian Biancone,187,Biancone,,Defender,732,6.6850000000000005,Monaco,France,0
34,4,David,David Silva,173,Silva,-MC-ML-MR-,Midfielder,733,6.685,Real Sociedad,Spain,67
31,3,César,César Azpilicueta,178,Azpilicueta,-DC-DL-DR-MR-,Defender,734,6.683333333333334,Chelsea,England,76
24,6,Mehdi,Mehdi Chahiri,180,Chahiri,,Midfielder,735,6.683333333333334,Strasbourg,France,77
25,3,Saúl,Saúl Ñíguez,184,Ñíguez,-DC-DL-MC-ML-MR-,Midfielder,736,6.683333333333333,Atletico Madrid,Spain,76
24,4,Joelinton Cássio,Joelinton,186,Apolinário de Lira,-AML-AMR-FW-,Forward,737,6.682500000000001,Newcastle United,England,81
26,4,Denis,Denis Suárez,176,Suárez,-AMC-AML-AMR-,Midfielder,738,6.6825,Celta Vigo,Spain,69
29,6,Timothée,Timothée Kolodziejczak,185,Kolodziejczak,-DC-DL-,Defender,739,6.680000000000001,Saint-Etienne,France,75
22,3,Nordi,Nordi Mukiele,187,Mukiele,-DC-DR-MR-,Defender,740,6.68,RasenBallsport Leipzig,Germany,84
28,1,Robbie,Robbie Brady,176,Brady,-DL-MC-ML-MR-,Midfielder,741,6.68,Burnley,England,71
29,1,Rubén,Rubén Peña,170,Peña,-DR-ML-MR-,Midfielder,742,6.68,Villarreal,Spain,65
28,3,Salvatore,Salvatore Molina,177,Molina,,Midfielder,743,6.68,Crotone,Italy,74
28,3,Stuart,Stuart Armstrong,183,Armstrong,-AMC-AML-AMR-,Midfielder,744,6.68,Southampton,England,75
29,3,Manuel,Manuel Prietl,187,Prietl,-MC-,Midfielder,745,6.676666666666667,Arminia Bielefeld,Germany,79
26,5,Lucas,Lucas Olaza,173,Olaza,-DL-ML-,Defender,746,6.675999999999999,Celta Vigo,Spain,68
27,4,David,David Soria,192,Soria,-GK-,Goalkeeper,747,6.675,Getafe,Spain,85
21,2,Mattias,Mattias Svanberg,185,Svanberg,-MC-ML-,Midfielder,748,6.675,Bologna,Italy,75
23,3,Bartlomiej,Bartlomiej Dragowski,191,Dragowski,-GK-,Goalkeeper,749,6.673333333333333,Fiorentina,Italy,74
20,6,Mohamed,Mohamed Simakan,187,Simakan,-DC-DR-,Defender,750,6.673333333333333,Strasbourg,France,82
23,3,Nicolò,Nicolò Barella,175,Barella,-AMC-,Midfielder,751,6.673333333333333,Inter,Italy,68
33,3,Theodor,Theodor Gebre Selassie,181,Gebre Selassie,-DC-DL-DMC-DR-MR-,Defender,752,6.673333333333333,Werder Bremen,Germany,71
29,3,Thomas,Thomas Meunier,190,Meunier,-DR-MR-,Midfielder,753,6.673333333333333,Borussia Dortmund,Germany,82
26,5,Moisés,Moi Gómez,176,Gómez Bardonado,-MC-ML-MR-,Midfielder,754,6.672,Villarreal,Spain,71
26,3,Corentin,Corentin Tolisso,181,Tolisso,-DR-MC-,Midfielder,755,6.670000000000001,Bayern Munich,Germany,81
23,3,Jannes,Jannes Horn,186,Horn,-DC-DL-ML-,Defender,756,6.670000000000001,FC Koln,Germany,79
26,3,Omenuke,Omenuke Mfulu,182,Mfulu,-MC-,Midfielder,757,6.670000000000001,Elche,Spain,76
29,5,Hugo,Hugo Mallo,173,Mallo,-DC-DR-MR-,Defender,758,6.67,Celta Vigo,Spain,69
27,1,Mattia,Mattia Perin,188,Perin,-GK-,Goalkeeper,759,6.67,Genoa,Italy,85
23,1,Rúben Santos,Rúben Dias,186,Gato Alves Dias,-DC-,Defender,760,6.67,Manchester City,England,76
20,6,Boubacar,Boubacar Kamara,184,Kamara,-DC-DL-DMC-,Defender,761,6.666666666666667,Marseille,France,68
24,2,Alfonso,Alfonso Pedraza,184,Pedraza,-DL-ML-,Midfielder,762,6.665,Villarreal,Spain,73
26,6,Opa,Opa Nguette,182,Nguette,-AML-AMR-FW-,Midfielder,763,6.664999999999999,Metz,France,76
36,3,Makoto,Makoto Hasebe,180,Hasebe,-DC-DR-MC-MR-,Defender,764,6.663333333333334,Eintracht Frankfurt,Germany,72
22,3,Nikola,Nikola Milenkovic,195,Milenkovic,-DC-DR-,Defender,765,6.663333333333333,Fiorentina,Italy,90
31,3,Roberto,Roberto Torres,178,Torres,-AMC-AML-AMR-,Midfielder,766,6.663333333333333,Osasuna,Spain,72
31,4,Gylfi,Gylfi Sigurdsson,186,Sigurdsson,-FW-MC-ML-MR-,Midfielder,767,6.6625,Everton,England,79
26,5,Issiaga,Issiaga Sylla,180,Sylla,-DL-DR-ML-,Defender,768,6.662000000000001,Lens,France,75
36,5,Romain,Romain Salin,189,Salin,-GK-,Goalkeeper,769,6.662000000000001,Rennes,France,71
20,3,Dwight,Dwight McNeil,183,McNeil,-ML-MR-,Midfielder,770,6.66,Burnley,England,68
30,4,Joaquín,Ximo Navarro,176,Navarro Jiménez,-DC-DR-,Defender,771,6.66,Deportivo Alaves,Spain,75
23,2,Jordan,Jordan Torunarigha,191,Torunarigha,-DC-DL-,Defender,772,6.66,Hertha Berlin,Germany,80
21,1,Modibo,Modibo Sagnan,187,Sagnan,,Defender,773,6.66,Real Sociedad,Spain,77
28,4,Nampalys,Nampalys Mendy,167,Mendy,-MC-,Midfielder,774,6.66,Leicester,England,73
18,2,Nathanael,Nathanael Mbuku,170,Mbuku,,Forward,775,6.66,Reims,France,74
22,2,Salvador,Salvador Ferrer,184,Ferrer,,Defender,776,6.66,Spezia,Italy,73
29,4,James,James McCarthy,180,McCarthy,-MC-,Midfielder,777,6.657500000000001,Crystal Palace,England,72
33,4,Pedro,Pedro León,183,León,-ML-MR-,Midfielder,778,6.6575,Eibar,Spain,70
23,6,Yvan,Yvan Neyou,180,Neyou,-DMC-,Midfielder,779,6.656666666666667,Saint-Etienne,France,0
23,5,Enrique,Kike Pérez,184,Pérez,,Midfielder,780,6.656000000000001,Real Valladolid,Spain,80
22,2,Borna,Borna Sosa,186,Sosa,-DL-ML-,Defender,781,6.655,VfB Stuttgart,Germany,77
25,2,Jean-Charles,Jean-Charles Castelletto,186,Castelletto,-DC-,Defender,782,6.654999999999999,Nantes,France,78
27,3,André Filipe,André Gomes,188,Tavares Gomes,-MC-ML-MR-,Midfielder,783,6.653333333333333,Everton,England,84
28,3,Thiago Henrique,Thiago Mendes,176,Mendes Ribeiro,-DR-MC-MR-,Midfielder,784,6.653333333333333,Lyon,France,78
25,4,Callum,Callum Robinson,178,Robinson,-AMC-AML-AMR-FW-,Forward,785,6.6525,West Bromwich Albion,England,75
28,4,Roberto Antonio,Rober Correa,180,Correa Silva,-DR-,Defender,786,6.6525,Eibar,Spain,71
28,6,Dennis,Dennis Appiah,179,Appiah,-DL-DR-,Defender,787,6.648333333333333,Nantes,France,68
28,4,Ander,Ander Capa,175,Capa,-DR-MR-,Defender,788,6.647500000000001,Athletic Bilbao,Spain,75
32,3,Fabian,Fabian Klos,194,Klos,-FW-,Forward,789,6.646666666666666,Arminia Bielefeld,Germany,93
25,3,Mijat,Mijat Gacinovic,175,Gacinovic,-MC-ML-MR-,Midfielder,790,6.646666666666666,Hoffenheim,Germany,66
31,6,Ander,Ander Herrera,182,Herrera,-MC-,Midfielder,791,6.6433333333333335,Paris Saint-Germain,France,71
28,3,Erik,Erik Lamela,181,Lamela,-AMC-AML-AMR-,Midfielder,792,6.6433333333333335,Tottenham,England,79
23,4,Jaime,Jaime Seoane,175,Seoane,,Midfielder,793,6.6425,SD Huesca,Spain,73
30,4,Pedro,Pedro Bigas,181,Bigas,-DC-DL-,Defender,794,6.6425,Eibar,Spain,83
21,2,Alessandro,Alessandro Bastoni,190,Bastoni,-DC-,Defender,795,6.640000000000001,Inter,Italy,75
22,6,Jeremy,Jeremy Le Douaron,189,Le Douaron,,Forward,796,6.640000000000001,Brest,France,77
24,3,Josh,Josh Brownhill,180,Brownhill,-MC-MR-,Midfielder,797,6.640000000000001,Burnley,England,69
17,4,Yunus,Yunus Musah,0,Musah,,Midfielder,798,6.64,Valencia,Spain,0
27,6,Jonathan,Jonathan Gradit,178,Gradit,-DC-DR-,Defender,799,6.638333333333333,Lens,France,75
21,5,Ibrahima,Ibrahima Diallo,179,Diallo,-DMC-,Midfielder,800,6.638,Brest,France,68
23,5,Pau,Pau Torres,191,Torres,-DC-,Defender,801,6.638,Villarreal,Spain,80
24,3,Carlos,Carlos Neva,174,Neva,-DL-,Defender,802,6.636666666666667,Granada,Spain,64
24,3,Georgios,Georgios Kyriakopoulos,178,Kyriakopoulos,-DL-,Defender,803,6.636666666666667,Sassuolo,Italy,74
32,3,Lorenzo,Lorenzo De Silvestri,186,De Silvestri,-DR-MR-,Defender,804,6.636666666666667,Bologna,Italy,84
26,3,Miguel,Miguel Almirón,174,Almirón,-AMC-AML-AMR-FW-,Midfielder,805,6.636666666666667,Newcastle United,England,70
25,3,Antonin,Antonin Barak,190,Barak,-AMC-,Midfielder,806,6.636666666666666,Verona,Italy,86
28,2,Marcos,Marcos Acuña,172,Acuña,-DL-MC-ML-,Defender,807,6.635,Sevilla,Spain,69
27,5,Alejandro,Álex Fernández,182,Fernández Iglesias,-AMC-,Midfielder,808,6.634,Cadiz,Spain,72
35,3,Fernando,Fernandinho,179,Luiz Rosa,-DC-DMC-DR-,Midfielder,809,6.633333333333333,Manchester City,England,67
26,3,Jamaal,Jamaal Lascelles,188,Lascelles,-DC-,Defender,810,6.633333333333333,Newcastle United,England,89
17,6,Rayan,Rayan Cherki,176,Cherki,,Midfielder,811,6.633333333333333,Lyon,France,0
21,5,Randal,Randal Kolo Muani,187,Kolo Muani,-FW-,Forward,812,6.632,Nantes,France,73
24,4,Che,Che Adams,175,Adams,-AMC-AML-FW-,Forward,813,6.63,Southampton,England,70
34,1,Fabio,Fabio Pisacane,178,Pisacane,-DC-DL-DR-,Defender,814,6.63,Cagliari,Italy,77
26,3,Jeremy,Jeremy Toljan,182,Toljan,-DL-DR-ML-MR-,Defender,815,6.63,Sassuolo,Italy,74
33,6,John,John Boye,184,Boye,-DC-,Defender,816,6.63,Metz,France,73
28,6,Loïck,Loïck Landre,182,Landre,-DC-,Defender,817,6.63,Nimes,France,75
23,4,Tanguy,Tanguy Ndombele,181,Ndombele,-DMC-,Midfielder,818,6.6275,Tottenham,England,76
24,6,Victorien,Victorien Angban,180,Angban,-DMC-,Midfielder,819,6.626666666666666,Metz,France,75
30,6,Pedro Filipe,Pedro Mendes,186,Teodósio Mendes,-DC-DR-,Defender,820,6.625,Montpellier,France,78
25,3,Grischa,Grischa Prömel,184,Prömel,-MC-,Midfielder,821,6.623333333333334,Union Berlin,Germany,81
26,3,Robert,Robert Andrich,187,Andrich,-MC-,Midfielder,822,6.623333333333334,Union Berlin,Germany,83
36,3,Danilo,Danilo,184,Larangeira,-DC-,Defender,823,6.623333333333332,Bologna,Italy,80
29,6,Xavier,Xavier Chavalerin,179,Chavalerin,-DMC-,Midfielder,824,6.621666666666667,Reims,France,69
26,3,Adrien,Adrien Hunou,176,Hunou,-AMC-AML-AMR-FW-,Midfielder,825,6.62,Rennes,France,66
18,1,Arnaud Kalimuendo,Arnaud Kalimuendo Muinga,175,Muinga,,Forward,826,6.62,Paris Saint-Germain,France,63
24,1,Arthur Henrique,Arthur,171,Ramos de Oliveira Melo,-DMC-,Midfielder,827,6.62,Juventus,Italy,73
26,1,Dominik,Dominik Kohr,185,Kohr,-DMC-,Midfielder,828,6.62,Eintracht Frankfurt,Germany,81
21,2,Jules,Jules Koundé,178,Koundé,-DC-,Defender,829,6.62,Sevilla,Spain,70
28,2,Kastriot,Kastriot Dermaku,195,Dermaku,-DC-,Defender,830,6.62,Parma Calcio 1913,Italy,73
28,3,Luis Alberto,Luis Alberto,182,Romero Alconchel,-AMC-AML-FW-,Midfielder,831,6.62,Lazio,Italy,70
20,2,Mikkel,Mikkel Damsgaard,176,Damsgaard,,Midfielder,832,6.62,Sampdoria,Italy,0
32,4,Rui Pedro,Rui Patrício,190,dos Santos Patrício,-GK-,Goalkeeper,833,6.62,Wolverhampton Wanderers,England,84
18,2,Aaron,Aaron Hickey,0,Hickey,,Defender,834,6.619999999999999,Bologna,Italy,0
25,4,Enis,Enis Bardhi,172,Bardhi,-AMC-AML-,Midfielder,835,6.6175,Levante,Spain,67
24,3,Andreas,Andreas Christensen,188,Christensen,-DC-DMC-,Defender,836,6.616666666666667,Chelsea,England,78
20,3,Hugo,Hugo Guillamón,178,Guillamón,-DC-,Defender,837,6.616666666666667,Valencia,Spain,62
22,3,Julian,Julian Chabot,195,Chabot,-DC-,Defender,838,6.616666666666667,Spezia,Italy,85
26,2,Joaquín,Joaquín Correa,189,Correa,-AMC-AML-FW-,Midfielder,839,6.615,Lazio,Italy,75
23,2,Pablo,Pablo Maffeo,172,Maffeo,-DR-MR-,Defender,840,6.615,SD Huesca,Spain,70
30,5,Álvaro,Álvaro González,182,González,-DC-,Defender,841,6.613999999999999,Marseille,France,75
34,3,David,David Abraham,188,Abraham,-DC-,Defender,842,6.613333333333333,Eintracht Frankfurt,Germany,83
24,5,Marcus,Marcus Coco,184,Coco,-AML-AMR-FW-,Forward,843,6.611999999999999,Nantes,France,78
28,1,Dan,Dan Burn,198,Burn,-DC-DL-,Defender,844,6.61,Brighton,England,87
20,4,Roberto,Roberto López,179,López,,Forward,845,6.61,Real Sociedad,Spain,70
31,1,Toby,Toby Alderweireld,187,Alderweireld,-DC-DR-,Defender,846,6.61,Tottenham,England,90
30,3,Gianluca,Gianluca Lapadula,178,Lapadula,-FW-,Forward,847,6.609999999999999,Benevento,Italy,69
33,4,Vicente,Vicente Guaita,190,Guaita,-GK-,Goalkeeper,848,6.605,Crystal Palace,England,81
30,4,Daniel,Dani García,180,García Carrillo,-DMC-,Midfielder,849,6.6049999999999995,Athletic Bilbao,Spain,81
22,1,Carles,Carles Pérez,173,Pérez,-AMR-,Forward,850,6.6,Roma,Italy,75
26,2,Edoardo,Edoardo Goldaniga,193,Goldaniga,-DC-,Defender,851,6.6,Genoa,Italy,87
24,5,Marcos Paulo,Rony Lopes,174,Mesquita Lopes,-AMC-AML-AMR-,Forward,852,6.6,Nice,France,68
22,4,Moussa,Moussa Djenepo,177,Djenepo,-AML-AMR-,Midfielder,853,6.5975,Southampton,England,65
32,3,Diego,Diego Costa,188,Da Silva Costa,-FW-,Forward,854,6.596666666666668,Atletico Madrid,Spain,83
26,6,Jonas,Jonas Omlin,189,Omlin,-GK-,Goalkeeper,855,6.596666666666667,Montpellier,France,80
33,5,Fouad,Fouad Chafik,183,Chafik,-DL-DR-MR-,Defender,856,6.593999999999999,Dijon,France,72
21,3,Musa,Musa Barrow,183,Barrow,-AML-FW-,Forward,857,6.593333333333334,Bologna,Italy,77
27,6,Laurent,Laurent Abergel,170,Abergel,,Midfielder,858,6.591666666666666,Lorient,France,65
32,4,Adrián,Adrián López,183,López,-FW-MC-ML-MR-,Forward,859,6.59,Osasuna,Spain,73
24,1,Jonathan,Jonathan Tah,195,Tah,-DC-,Defender,860,6.59,Bayer Leverkusen,Germany,96
25,2,Milos,Milos Veljkovic,188,Veljkovic,-DC-DMC-,Defender,861,6.59,Werder Bremen,Germany,85
28,3,Pere,Pere Milla,184,Milla,-AML-,Forward,862,6.59,Elche,Spain,72
25,1,Saif-Eddine,Saif-Eddine Khaoui,180,Khaoui,-AMC-AMR-,Midfielder,863,6.59,Marseille,France,68
26,3,Jesús,Suso,177,Fernández Saez,-AMC-AML-AMR-FW-,Midfielder,864,6.586666666666667,Sevilla,Spain,70
33,3,Pasquale,Pasquale Schiattarella,178,Schiattarella,-DMC-MR-,Midfielder,865,6.586666666666667,Benevento,Italy,68
29,3,Admir,Admir Mehmedi,183,Mehmedi,-FW-MC-ML-MR-,Midfielder,866,6.586666666666666,Wolfsburg,Germany,78
24,3,Razvan,Razvan Marin,178,Marin,-DMC-,Midfielder,867,6.586666666666666,Cagliari,Italy,70
24,2,Mama Samba,Mama Baldé,181,Baldé,-DR-MR-,Midfielder,868,6.585,Dijon,France,75
28,4,Mehdi,Mehdi Abeid,178,Abeid,-DMC-,Midfielder,869,6.585,Nantes,France,77
26,2,Soualiho,Soualiho Meité,187,Meité,-AMC-,Midfielder,870,6.585,Torino,Italy,80
26,3,Daniel Pedro,Dani Calvo,190,Calvo Sanromán,,Defender,871,6.583333333333333,Elche,Spain,82
17,3,Jamal,Jamal Musiala,0,Musiala,,Midfielder,872,6.583333333333333,Bayern Munich,Germany,0
25,3,Samir,Samir,189,Caetano de Souza Santos,-DC-DL-,Defender,873,6.583333333333333,Udinese,Italy,73
26,3,Valerio,Valerio Verre,180,Verre,-AMC-FW-,Midfielder,874,6.583333333333333,Sampdoria,Italy,70
23,3,Youssef,Youssef En-Nesyri,189,En-Nesyri,-FW-,Forward,875,6.583333333333333,Sevilla,Spain,73
22,4,Pervis,Pervis Estupiñán,175,Estupiñán,-DL-,Defender,876,6.5825,Villarreal,Spain,73
25,6,Dylan,Dylan Bronn,186,Bronn,-DC-,Midfielder,877,6.581666666666666,Metz,France,77
32,3,Ángel,Ángel Montoro,181,Montoro,-DMC-,Midfielder,878,6.580000000000001,Granada,Spain,72
23,3,James,James Maddison,175,Maddison,-AMC-AML-AMR-,Midfielder,879,6.580000000000001,Leicester,England,73
34,1,Cristian,Cristian Ansaldi,181,Ansaldi,-DC-DL-DR-MC-ML-MR-,Defender,880,6.58,Torino,Italy,76
30,2,Nicolas,Nicolas Nkoulou,184,Nkoulou,-DC-,Defender,881,6.58,Torino,Italy,77
25,1,Rick,Rick Karsdorp,184,Karsdorp,-DR-,Defender,882,6.58,Roma,Italy,80
21,3,Thierry Rendall,Thierry Correia,176,Correia,-DR-,Defender,883,6.579999999999999,Valencia,Spain,69
26,4,Andrew,Andrew Robertson,178,Robertson,-DL-ML-,Defender,884,6.577500000000001,Liverpool,England,64
24,4,Oliver,Oliver McBurnie,188,McBurnie,-AMC-AML-FW-,Forward,885,6.5775,Sheffield United,England,79
20,3,Mateo,Mateo Klimowicz,179,Klimowicz,,Midfielder,886,6.576666666666667,VfB Stuttgart,Germany,71
28,3,Wout,Wout Weghorst,197,Weghorst,-FW-,Forward,887,6.576666666666667,Wolfsburg,Germany,84
32,5,Paul,Paul Baysse,187,Baysse,-DC-DR-,Defender,888,6.5760000000000005,Bordeaux,France,85
24,6,Predrag,Predrag Rajkovic,191,Rajkovic,-GK-,Goalkeeper,889,6.575,Reims,France,85
24,2,Youcef,Youcef Atal,175,Atal,-DR-MR-,Defender,890,6.574999999999999,Nice,France,66
29,4,Íñigo,Íñigo Martínez,182,Martínez,-DC-,Defender,891,6.5725,Athletic Bilbao,Spain,76
23,2,Diogo José,Diogo Jota,178,Teixeira da Silva,-AMC-AML-FW-,Forward,892,6.57,Liverpool,England,70
19,6,El Bilal,El Bilal Touré,185,Touré,-FW-,Forward,893,6.57,Reims,France,75
20,2,Ethan,Ethan Ampadu,183,Ampadu,-DC-,Defender,894,6.57,Sheffield United,England,78
28,2,Felix,Felix Klaus,179,Klaus,-AMC-AML-AMR-,Midfielder,895,6.57,Wolfsburg,Germany,79
22,2,Giulio,Giulio Maggiore,184,Maggiore,,Midfielder,896,6.57,Spezia,Italy,69
26,1,John,John Stones,188,Stones,-DC-DR-,Defender,897,6.57,Manchester City,England,70
24,2,Patrick,Patrick Burner,170,Burner,-DR-,Defender,898,6.57,Nimes,France,65
24,4,Robin,Robin Koch,192,Koch,-DC-DMC-,Defender,899,6.57,Leeds,England,83
18,1,Saidou,Saidou Sow,0,Sow,,Defender,900,6.57,Saint-Etienne,France,0
32,3,Max,Max Kruse,180,Kruse,-FW-MC-ML-MR-,Forward,901,6.566666666666667,Union Berlin,Germany,76
25,3,Daley,Daley Sinkgraven,179,Sinkgraven,-DL-MC-ML-,Defender,902,6.566666666666666,Bayer Leverkusen,Germany,66
24,3,Gabriele,Gabriele Moncini,184,Moncini,-FW-,Forward,903,6.566666666666666,Benevento,Italy,75
29,5,Rodrigo,Rodrigo Battaglia,187,Battaglia,-MC-,Midfielder,904,6.566,Deportivo Alaves,Spain,79
33,5,Yunis,Yunis Abdelhamid,190,Abdelhamid,-DC-,Defender,905,6.566,Reims,France,83
23,3,Maximilian,Maximilian Eggestein,181,Eggestein,-MC-MR-,Midfielder,906,6.5633333333333335,Werder Bremen,Germany,75
22,4,Houssem,Houssem Aouar,175,Aouar,-MC-ML-,Midfielder,907,6.562500000000001,Lyon,France,70
32,4,Lucas,Lucas Pérez,180,Pérez,-AMC-AMR-FW-,Forward,908,6.562499999999999,Deportivo Alaves,Spain,82
24,2,Álvaro,Álvaro Tejero,174,Tejero,-DR-,Defender,909,6.5600000000000005,Eibar,Spain,69
30,4,Bruno,Bruno González,185,González,-DC-,Defender,910,6.5600000000000005,Real Valladolid,Spain,83
29,2,Jóan Símun,Jóan Símun Edmundsson,185,Edmundsson,-AMC-AMR-FW-,Midfielder,911,6.5600000000000005,Arminia Bielefeld,Germany,83
28,3,Cebio,Cebio Soukou,185,Soukou,-AML-AMR-,Midfielder,912,6.56,Arminia Bielefeld,Germany,85
28,3,Marco,Marco Sportiello,192,Sportiello,-GK-,Goalkeeper,913,6.56,Atalanta,Italy,87
22,6,Ibrahima,Ibrahima Sissoko,193,Sissoko,-DMC-,Midfielder,914,6.558333333333333,Strasbourg,France,90
33,2,Gary,Gary Medel,171,Medel,-DC-DMC-,Midfielder,915,6.555,Bologna,Italy,65
30,2,Jordan,Jordan Henderson,182,Henderson,-MC-ML-MR-,Midfielder,916,6.555,Liverpool,England,67
34,2,Miguel Luís,Miguel Veloso,180,Pinto Veloso,-MC-,Midfielder,917,6.555,Verona,Italy,79
32,5,Vicente,Vicente Iborra,190,Iborra,-MC-,Midfielder,918,6.553999999999999,Villarreal,Spain,80
33,3,Juraj,Juraj Kucka,186,Kucka,-MC-ML-MR-,Midfielder,919,6.553333333333334,Parma Calcio 1913,Italy,86
25,3,Paulo Otávio,Paulo Otávio,173,Rosa Silva,-DL-ML-,Defender,920,6.553333333333334,Wolfsburg,Germany,68
28,4,Kevin,Kevin Volland,179,Volland,-AMC-AML-AMR-FW-,Forward,921,6.5525,Monaco,France,83
32,4,David,David McGoldrick,183,McGoldrick,-AMC-AML-AMR-FW-,Forward,922,6.552499999999999,Sheffield United,England,74
30,3,Jonathan,Jonathan Schmid,179,Schmid,-DR-ML-MR-,Midfielder,923,6.550000000000001,Freiburg,Germany,80
20,5,Aurelien,Aurelien Tchouameni,185,Tchouameni,-DMC-,Midfielder,924,6.55,Monaco,France,80
33,5,Dimitri,Dimitri Payet,175,Payet,-MC-ML-MR-,Midfielder,925,6.55,Marseille,France,77
23,2,Federico,Federico Bonazzoli,182,Bonazzoli,-FW-,Forward,926,6.55,Sampdoria,Italy,79
22,3,Gregor,Gregor Kobel,194,Kobel,-GK-,Goalkeeper,927,6.55,VfB Stuttgart,Germany,88
32,4,Xabier,Xabier Etxeita,186,Etxeita,-DC-,Defender,928,6.55,Getafe,Spain,78
20,1,Yehvann,Yehvann Diouf,184,Diouf,,Goalkeeper,929,6.55,Reims,France,74
26,4,Gonzalo,Gonzalo Melero,183,Melero,-AMC-,Midfielder,930,6.5475,Levante,Spain,77
29,3,Davide,Davide Santon,187,Santon,-DL-DR-,Defender,931,6.546666666666667,Roma,Italy,77
21,2,Tyler,Tyler Adams,175,Adams,-MC-MR-,Midfielder,932,6.545,RasenBallsport Leipzig,Germany,72
28,4,José Antonio,Antonio Puertas,183,Rodríguez Díaz,-AML-AMR-,Midfielder,933,6.544999999999999,Granada,Spain,77
23,5,Kasper,Kasper Dolberg,187,Dolberg,-FW-,Forward,934,6.544,Nice,France,83
23,3,Florian,Florian Neuhaus,183,Neuhaus,-MC-,Midfielder,935,6.543333333333333,Borussia M.Gladbach,Germany,74
27,4,Ben,Ben Davies,181,Davies,-DC-DL-ML-,Defender,936,6.5425,Tottenham,England,76
28,5,Fernando,Fernando Pacheco,186,Pacheco,-GK-,Goalkeeper,937,6.542,Deportivo Alaves,Spain,81
19,5,Kang-In,Lee Kang-In,173,Lee,,Midfielder,938,6.542,Valencia,Spain,68
24,6,Adrian,Adrian Grbic,188,Grbic,-FW-,Forward,939,6.541666666666667,Lorient,France,82
28,5,Alfonso,Alfonso Espino,172,Espino,-DL-,Defender,940,6.540000000000001,Cadiz,Spain,71
23,1,Igor,Igor Zubeldia,180,Zubeldia,-DC-DMC-,Midfielder,941,6.54,Real Sociedad,Spain,79
23,3,Jean-Philippe,Jean-Philippe Mateta,192,Mateta,-FW-,Forward,942,6.54,Mainz 05,Germany,88
29,3,Kevin,Kevin Vogt,194,Vogt,-DC-DR-MC-,Defender,943,6.539999999999999,Hoffenheim,Germany,85
28,4,Lucas,Lucas Moura,172,Rodrigues Moura da Silva,-AMC-AML-AMR-FW-,Forward,944,6.5375,Tottenham,England,72
32,3,Romain,Romain Thomas,193,Thomas,-DC-,Defender,945,6.536666666666666,Angers,France,84
31,3,Sven,Sven Bender,186,Bender,-DC-MC-,Defender,946,6.536666666666666,Bayer Leverkusen,Germany,79
30,5,Juan,Juan Cala,185,Torres Ruiz,-DC-,Defender,947,6.536000000000001,Cadiz,Spain,78
